Description,category
Queues de crevettes,Crevettes décortiquées
Anneaux d'encornet,Encornet géant
Grenouille,Cuisses de Grenouilles
Ground beef preparations,Frozen ground beef preparations
Frozen ground steaks,Frozen ground beef steaks
Chocolate ice cream bars,Vanilla ice cream bars
Plant based ice creams,Plant based ice cream bars
Speiseeis,Eis am Stiel
Speiseeis,Eisbecher
Glaces aromatisées,Glaces aromatisées au caramel
Congelados,Postres helados
Cônes chocolat pistache,Icecream
Sorbets à la framboise,Cônes et batonnets surgelés
Cônes vanille,Glaces au caramel
Café d'Afrique,Café dosettes
Dolce Gusto compatible capsules,Dolce Gusto compatible coffee capsules
Café torréfié moulu décaféiné,Lungo decaffeinato
Cafés décaféinés,Cafés solubles
Cafés décaféinés,Cafés en dosettes
Cafés décaféinés,Cafés moulus
Cocoa powder for beverages with sugar,Sweetened beverages
Chocolate powders,Granulés cacaotés
Chocolate powders,Chocolats en poudre
Thés en sachets,Tisanes de plantes mélangés
Chocolate cereals,Chocolate cereal bars
Kekse und Kuchen,Süßer Snack
Préparations pour desserts,Préparations pour crêpes
Préparations pour desserts,Préparations pour flans
Confitures diététiques,Confitures de fraises
Petits beurres,Alimentaire
Petits beurres,Biscuits sablés
Petits beurres,Petit beurre au chocolat
Milk chocolate biscuits,Chocolate sandwich cookies
Milk chocolate biscuits,galletas con tableta de chocolate con leche
Gâteau moelleux au chocolat,Génoises en tranches fourrées
Svačiny,Sladké svačiny
Svačiny,Barres de fruits & noix
Chocolate chip cookies,Gluten free biscuits
Chocolate chip cookies,Chocolate and hazelnut cookies
Chocolate chip cookies,Amandes
Brownies,Blondies
Waffles,Stuffed waffles
Biscuits à la myrtille,Lunettes à la myrtille
Gâteaux fourrés,Nonnettes
Gâteaux fourrés,Mini cakes
Prianiki,Pains d'épices au miel
Barquettes à la fraise,barquettes
Palets,Sablés au beurre
Broyé du Poitou,Broyés poitevins
Palmiers,Biscuit palmier au beurre
Palmiers,Biscuits édulcorés
Wafers,Stuffed wafers
Boudoirs,Bizcocho
Boudoirs,Snacks sucrés
Dry biscuits,Cantucci
Dry biscuits,Sponge fingers biscuit
Galettes de blé soufflé,Galettes d'épeautre soufflé
Notenrepen,Caramels
Hollow chocolate eggs,Oeufs en chocolat au lait
Bonbons de chocolat à la liqueur,Bonbons de chocolat fourrés cerise et liqueur
Assortiments de bonbons de chocolat,Pralines
Bonbons de chocolat au lait,Bonbons de chocolat au praliné
Bonbons de chocolat au lait,Chocolat au lait aux fruits secs
Chocolats noirs salés,Chocolats noirs à la fleur de sel
Dark chocolate bar for cooking with more than 40% cocoa,Tablette de chocolat au lait
Tablette de chocolat au lait,Chocolats au lait au caramel
Tablette de chocolat au lait,Chocolats au lait aux amandes
Chocolat tablette,Surgelés
Chocolates with almonds,Dark chocolates with almonds
White chocolate with coconut pieces,White chocolate bar with almonds
Moulages en chocolat,Surgelés
Chocolats fourrés au nougat,Chocolats noirs fourrés au nougat
Chocolats noirs au caramel,Chocolats noirs à la fleur de sel
Schokolade mit Haselnüssen,Gefüllte Milchschokolade
Chocolat noir en tablette extra dégustation à 70% de cacao minimum,Chocolat noir 72
Chocolat noir en tablette extra dégustation à 70% de cacao minimum,Chocolats noirs à la fleur de sel
Schokoladen,Chocolats noirs aromatisés
Schokoriegel,Schokoriegel mit Karamell
Schokoriegel,Schokoladenbiscuits
Oeufs en chocolat,Œufs en chocolat creux
Chocolates with extra fine milk,Chocolats fins de dégustation
Rochers au chocolat,Rochers au chocolat au lait
Rochers au chocolat,Rochers au chocolat noir
Bonbons français,Confiserie gélifiée aromatisée
Bonbons aux plantes,Pastilles
Boissons lactées,Bonbons
Boissons lactées,Laits aromatisés
Compote de fruits allégée en sucres,Compote de fruits allégée en sucres rayon frais
Compote de fruits allégée en sucres,Surgelés
Compotes pommes framboise,Compotes sans sucres
Compotes pommes coing,Compotes sans sucres
Farines,Farines de céréales
Levures de boulanger,Levure chimique
Levure de Boulanger sèche,Levures
Produits à base d'algues,Agar agar
Gélifiants,Gélatine
Pastry helpers,Sugary cooking helpers
Pignons de pin,Pignons de pin décortiqués
Cocktail de fruits au sirop,Surgelés
Aliments à base de fruits et de légumes,Fruits et produits dérivés
Aliments à base de fruits et de légumes,Légumes et dérivés
Salades de fruits,Fruits au sirop
Cerises dénoyautées,Surgelés
Salades de fruits au sirop,Cocktail de fruits au sirop
Cerises,Cerises au sirop
Ananas au sirop,Ananas en conserve
Massepain,Pâtes d'amande
Cassonades,Specialite sucriere
Sucres vanillés,Sucre aromatisé
Sucres vanillés,Sucres vanillinés
Stévia et dérivés,Succédanés du sucre
Sucralose,Édulcorants de table
Succédanés du sucre,Édulcorants de table
Préparations pour crèmes dessert,Aide culinaire sucrée
Flans gélifiés,Flans vanille nappés de caramel
Flans gélifiés,Préparations pour flans
Produits de régime,Produits diététiques
Chips barbecue,Chips de pommes de terre à l'huile de tournesol
Chips emmental,Tuiles saveur emmental
Grissini,Grissini artigianali
Cacahuète grillée salée,Cacahuètes salées
Mix of grains and dried fruit,Mix of grains and raisins
Pistache grillée salée,Pistaches salées
Graines de courge et dérivés,Graines de courge
Pépites d'ananas,Salé
Olives élaborées,Surgelés
Rillettes de viande rouge,Rillettes de porc
Olives vertes en saumure,Olives vertes farcies aux amandes
Olives vertes en saumure,Olives vertes dénoyautées
Camomille,Olives vertes farcies au poivron
Olives vertes farcies aux amandes,Olives vertes aux amandes
Olives noires dénoyautées,Olives en bocal
Pitted olives,Black pitted olives
Chips cheddar et oignon,Chips de pommes de terre à l'huile de tournesol
Huiles d'olive vierges,Huile d olive vierge extra bio
Huiles d'olive vierges,Huile d'olive de Provence
Huiles d'olive vierges,Huiles d'olive vierges extra
Extra virgin olive oils,Virgin olive oils
Huiles d'olive de la Vallée des Baux de Provence,Huiles d'olive vierges
Huiles de tournesol,Huiles aromatisées
Huiles de tournesol,Huile de tournesol vierge bio
Huiles de tournesol,Huile pour friture
Matières grasses animales,Gras de bœuf
Sauces caesar,Sauces crudités
Sauces bourguignonnes,Sauces tartare
Pomidory i produkty z pomidorów,Sosy pomidorowe
Chair de tomates,Chairs de tomates au basilic
Sauces aux champignons et à la crème,Sauces aux champignons
Sel de Camargue,Sels fins
Iodised salts,Sea igneous white salt for human consumption with added iodine
Tomatenpüree,Passierte Tomaten
Vinaigres d'alcools,Vinaigres blancs
Vinaigres d'alcools,Vinaigres d'alcools colorés
Haricots verts plats en conserve,Haricots verts plats
Haricots beurre en conserve,Haricots en conserve
Canned common beans,Canned white common beans
Flageolets en conserve,Flageolets cuits
Poivrons en conserve,Poivrons grillés
Tomatoes and their products,Tomato pulps
Pulpes de tomates,Pulpe de tomate appertisée
Champignons 🍄 de Paris,Champignons de Paris
Champignons de Paris émincés en conserve,Champignons de Paris entiers en conserve
Champignons de Paris émincés en conserve,Champignons de Paris émincés
Champignons séchés,Cèpes déshydratés
Champignons séchés,Morilles
Girolles en conserve,Girolles
Lentil dishes,Prepared lentils
Lentilles préparées,Legumes preparees
Lentilles préparées,Lentilles à la graisse d'oie
Lentilles préparées,Quinoa
Canned corn,Canned sweet corn
Aliments à base de plantes en conserve,Cœurs de palmier en conserve
Asperges vertes en conserve,Asperges vertes
Légumes pour couscous surgelés,Sauces tomate aux petits légumes
Plant based meals,Aubergines cuisinées
Salsifis,Salsifis en conserve
Pousses de haricot mungo en conserve,Pousses de haricot mungo frais
Yellowfin tunas,Thons albacore au naturel
Tuna in brine,Thons blancs au naturel
Thons listao,Thons au naturel
Thons tropicaux,Thons albacore
Thons tropicaux,Thons listao
Sardines à la tomate,Sardines sans huile
Sardines à l'huile de tournesol,Sardines à la tomate
Filets de sardines natures,Sardines natures
Harengs en conserve,Filets de harengs
Filets de truite,Truites en conserve
Terrines de campagne,Terrine de campagne au piment d espelette
Gésiers de canard,Gésiers de canard confits
Spécialités à base de tripes,Tripes à la mode de Caen
Soupes de légumes en conserve,Veloutés de poireaux
Veloutés de tomates,Soupes de tomate
Céréales en conserve,Maïs en conserve
Soupes de nouilles instantanées,Nouilles asiatiques aromatisées déshydratées
Soupes de nouilles instantanées,Soupes de pâtes asiatique déshydratée
Penne rigate,Penne Rigate sans gluten
Растителни храни и напитки,Растителни храни
Granen en aardappels,Granen en graanproducten
Tagliatelle,Konjac noodles
Pâtes sèches au blé complet,Coquillettes
Instantnoedelsoepen,Udon
Pâtes alimentaires de céréales,Pâtes de blé dur
Tortellini au jambon cru,Féculents
Stuffed pastas,Féculents
Pâtes sèches aromatisées et colorées,Torti
Dry pastas,Durum wheat pasta
Pots,Rice in a box
Riz précuits natures,Riz
Riz parfumés,Riz long grain
Riz complet,Riz étuvé
Riz noir,Riz de Camargue
Boulgour de blé cuit non salé,Produits à base de blé
Lins,Graines de lin brun
Polenta précuite sèche,Polenta
Blés durs,Blés khorasan
Blés durs,Blé dur précuit entier
Blé dur précuit en sachet micro ondable,Surgelés
Blé cuisiné,Blé à l'huile d'olive
Fèves de soja,Avoines
Quinoa rouge,A
Eqz,Quinoa blond
Växtbaserad mat,Spannmål och Potatisar
Durum wheat semolinas for couscous,Couscous en perles
Pâtes à la bolognaise,Spaghetti à la bolognaise
Porc au caramel,Surgelés
Riz long au poulet,Riz curry vert
Instant Nudeln,Soba
Vermicelle de riz,Vermicelles de riz secs
Penne de blé dur,Penne
Petits salés aux lentilles,Conserve cuisiné
Aligots,Preparations pour aligot
Quenelles de poulet,Quenelle de volaille en sauce
Quenelles de poulet,Quenelles nature
Taboulés à l'huile d'olive,Taboulés aux tomates
Beef stews,Bœufs bourguignons
Boulghours,Plats à base de boulgour
Haché végétal à base de soja préemballé,Hachés végétaux
Dried products,Dried products to be rehydrated
Pickles de légumineuses,Tramousses
Cibi a base vegetale,Cereali e patate
Comida enlatada,Peixe
Pulses,Chickpeas
Poulet tandoori,Sauces tandoori
Jus de pêche,Boisson gazeuse aromatisée
Boisson au thé aromatisée sucrée,Boissons avec sucre ajouté
Jus d'ananas,Jus d'ananas à base de concentré
Jus d'ananas,Jus multifruits à base de concentrés
Jus d'orange à base de concentré,Jus d'orange sans pulpe
Sirops de citron vert,Boissons avec sucre ajouté
Boissons concentrées,Préparations pour boissons
French beers,Strong beers
Eaux de vie françaises,Calvados
Bordeaux,Bordeaux supérieur
Saint émilion,Montagne saint émilion
Côtes du Roussillon,Côtes du Roussillon Villages
Vinos de España,Rioja
Côtes de Bergerac,Vins moelleux
Vins blancs secs,Vin blanc sec à 11°
Gewurtzraminer,Gewurztraminer
Jurançon,Jurançon sec
Baby milks,Growth milks
Menus Poissons pour bébé,Dès 24 mois
Spaghetti à la bolognaise,Dès 6 mois
Dès 18 mois,Plat avec légumes pour bébés dès 18 mois avec féculents et poisson
Dès 18 mois,Menus Viandes pour bébé
Plat avec légumes pour bébés dès 8 mois avec féculents et poisson,Petits pots pour bébé
Plat de légumes et féculents avec lait pour bébé dès 8 mois,Petits pots pour bébé
Bébé,Bébé goûter
Biscuits pour bébé,Dès 6 mois
Compotes pommes poires,Compotes pour bébé
Compotes pommes poires,Compotes pommes fraise
Biscuits et goûter,Bébé
Produits fermentés,Produits laitiers fermentés
Produits fermentés,Boissons fermentées
Courges,Potimarrons
Courges,Courges Butternut
Riz thaï,Riz thai bio
Riz long complet,Riz long complet bio
Pâtes de blé dur complet,Pâtes de blé dur entier ou semi entier
Endives,Endives fraîches
Clémentines fraîches,Clementines bio
Squeezed juices,Squeezed multifruit juices
Oranges,Oranges fraîches
Saucisses de Francfort,Saucisses fumées
Biscottes complètes,Biscottes completes bio
Pain de seigle complet,Vollkornbrot pain de seigle complet bio
Mueslis aux fruits,Mueslis floconneux aux fruits
Mueslis aux fruits,Céréales petit déjeuner avoine
Mueslis aux fruits,Mueslis croustillants aux fruits
Petits pains grillés,Pain grillé en tranches au froment
Abricots,Abricots secs
Merguez,Merguez de bœuf
Jus de grenade,Jus de fruits pur jus
Lentilles corail,Lentilles corail sèches
Gâteaux aux amandes,Amandier
Alcoholische dranken,Wijnen
Open Beauty Facts,Cosmétiques
Terrines de foie,Terrines de foie de volaille
Cœurs de palmier,Cœurs de palmier en conserve
Olives noires entières,Surgelés
Sarrasin,Flocons de sarrasin
Infusion bio,Melisse
Filets de saumon,Pavés de saumon
Viandes fraîches,Steaks hachés frais
Choucroutes sans garniture,Choucroute
Infusions de thym,Infusion bio
Galettes multicéréales soufflées,Galettes de riz soufflé
Fèves,Fèves en conserve
Rehausseur de gout,rehausseur de goût
Puffed cereal cakes,Galettes
Puffed cereal cakes,Puffed rice cakes
Pains de mie sans croûte,Pains de mie blancs nature
Levures de bière,Poudres à lever
Infusions aux fruits,Infusions aux fruits rouges
Boulghours bio,Plats prepares a rechauffer au bain marie
Miels de montagne,Miels crémeux
Miels de montagne,Miels des Alpes
Lentilles en conserve,Lentilles préparées
Infusions aux fruits en sachets,Infusion ayurvedique
Aliment à base de viande,Plat légumes
Chili sin carne,Plats préparés à faible teneur en matières grasses
Brassé végétal,Nourriture végétale
Compotes pommes pruneau,Compotes pour bébé
Soups,Vegetable soups
Fruits enrobés de chocolat,Orangettes
Crozets,Crozets de Savoie
Fruits frais,Pommes fraîches
Jus d'orange sanguine,Jus d'orange pur jus
Framboises,Framboises fraîches
Amandes décortiquées,Aliments à base de plantes séchés
Compotes allégées,Compotes pommes cerise
Compotes allégées,Compotes pommes pruneau
Graines de courge grillées,Graines de courge en coque grillées
Pignons de pin décortiqués,Produits de la plante de courge
Fruits à coque grillés,Noix de Cajou grillées
Stick de fruit,Fruits et produits dérivés
Desserts de fruits,Compotes pommes poires
Getrocknete Produkte auf pflanzlicher Basis,Dörrobst
Fermented milk drinks,Milk drinks fermented with L casei
Substituts de fromages à tartiner,Surgelés
Skyrs aux fruits,Surgelés
Mozzarella di Bufala Campana,Surgelés
Burrata de vache,Fromages industriels
Mimolettes jeunes,Fromages du nord pas de calais
Junkets,Vanilla junkets
Cream cheeses,Fromages allégés en matière grasse
Fromage blanc nature à 3% de matières grasses environ,Fromages blancs natures
Fromages d'Angleterre,Cheddars
Petits suisses,Fromages à la crème
Petits suisses,Petit suisse à 2 3% de matières grasses
Matière grasse laitière,Produits laitiers à tartiner
Maasdam,Coagulant microbien
Fromages blancs natures,Mousse nature
Tartes au citron meringuées,Tartelettes à la préparation de fruits
Fromage blanc nature à 0% de matières grasses,Fromages blancs natures
Moelleux au chocolat,Mousses au chocolat
Fromages AOC,Fromages labellisés
Fromages espagnols,Manchego
Crèmes sous pression UHT,Crèmes fouettées
Margarines salées,Matière grasse végétale demi sel allégée à 50 63% MG
Mini cône glacé,Bâtonnets glacés à la vanille
Desserts végétaliens,Riz au lait végétaliens
Productos fermentados de la leche,Postres lácteos
Käse,Fromages
Spécialités laitières aromatisées,Yaourts multifruits
Crèmes anglaises,Aide culinaire sucrée
Panna cottas,Panna cottas au coulis de fruits
Fromages de Corse,Brocciu Corse
Ile flottante,Desserts lactés aux œufs
Dessert au soja aromatisé,Desserts de soja au caramel
Desserts au caramel,Desserts lactés au caramel
Fromages blancs aromatisés,Fromages blancs au lait de brebis
