Price,Price per Unit,Brand,category,Description,URL
3.1,2.07,Pressade,Nectars d'orange,Jus de fruits,https://www.franprix.fr/courses/p/nectar-orange-bio-99129267
38.35,54.78,Knockando,Whisky écossais,Whiskys,https://www.franprix.fr/courses/p/whisky-single-malt-ecossais-99116052
0.75,3.75,Teisseire,Boissons avec sucre ajouté,Boissons,https://www.franprix.fr/courses/p/boisson-au-jus-de-fruits-multivitamine-99159627
1.45,5.8,Jade,Boison,Lagers,https://www.franprix.fr/courses/p/biere-blonde-sans-gluten-bio-99165232
1.45,2.9,Orangina,Boissons avec sucre ajouté,Sodas à l'orange,https://www.franprix.fr/courses/p/soda-orange-99159689
15.56,22.23,Trois rivieres,Rhums français,Rhums ambrés,https://www.franprix.fr/courses/p/rhum-ambre-99180209
11.5,23.0,Sobieski,Vodkas polonaises,Vodkas,https://www.franprix.fr/courses/p/vodka-99177204
5.72,7.63,Casal Garcia,Weine,Alkoholische Getränke,https://www.franprix.fr/courses/p/vin-blanc-portugais-99143513
3.3,89.19,Twinings,Thés verts,Thés,https://www.franprix.fr/courses/p/the-vert-simplement-pur-25-sachets-99135307
4.3,5.73,75cl,Côtes du Rhône,Vins rouges,https://www.franprix.fr/courses/p/cotes-du-rhone-vin-rouge-99038414
7.55,10.07,"Château de Respide, Les Lauriers",Wines,Alcoholic beverages,https://www.franprix.fr/courses/p/les-lauriers-bordeaux-vin-rouge-99079897
2.83,8.57,Appie,Cidres rosés,Cidres,https://www.franprix.fr/courses/p/cidre-99140409
11.5,8.71,Brooklyn,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ipa-99177028
4.6,46.0,Leader Price,Cafés solubles,Boissons instantanées,https://www.franprix.fr/courses/p/cafe-soluble-decafeine-99169096
1.55,6.2,V ENERGY,Boissons énergisantes,Boissons,https://www.franprix.fr/courses/p/boisson-energisante-au-guarana-99183568
6.0,44.12,Dolce gusto,Cafés,Aliments d'origine végétale,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-dolce-gusto-double-espresso-intensite-10-99183882
1.8,1.8,Leader Price,Nectars multifruits,Nectars de fruits,https://www.franprix.fr/courses/p/nectar-orange-peche-abricot-brique-99011917
3.15,1.57,Oasis,Boissons avec sucre ajouté,Boissons sans alcool,https://www.franprix.fr/courses/p/boisson-a-leau-de-source-multifruits-99012022
3.36,96.0,Tetley,Thé vert earl grey,,https://www.franprix.fr/courses/p/the-vert-classique-99186669
1.65,1.65,1L,Beverages,,https://www.franprix.fr/courses/p/lait-12-ecreme-delactose-99188999
4.6,23.0,Comptoir des flasks,Rhums blancs,Rhums,https://www.franprix.fr/courses/p/rhum-blanc-flasque-99034670
4.4,5.87,Sylvaner,Vins français,Vins,https://www.franprix.fr/courses/p/alsace-vin-blanc-99089030
1.09,0.73,Leader Price,Boissons avec sucre ajouté,Boissons,https://www.franprix.fr/courses/p/boisson-gazeuse-citron-citron-vert-99110183
1.37,0.91,Cristaline,Boissons avec sucre ajouté,Boissons aux fruits,https://www.franprix.fr/courses/p/eau-de-source-saveur-peche-99189338
1.39,0.93,Volvic,Eau aromatise,Eaux aromatisées sans sucre ajouté,https://www.franprix.fr/courses/p/eau-aromatisee-fraise-99192972
3.55,71.0,franprix,Cafés en dosettes compatible Nespresso,Cafés en dosettes,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-nespresso-corse-intesite-9-99131082
2.78,7.18,Nestlé,Laits entiers concentrés,Laits concentrés sucrés,https://www.franprix.fr/courses/p/lait-concentre-sucre-sans-lactose-99171904
3.36,10.18,Triple karmeliet,Triple ales,Belgian beers,https://www.franprix.fr/courses/p/biere-blonde-triple-belge-99061863
1.85,3.7,Coca-Cola,Boissons avec sucre ajouté,Sodas au cola,https://www.franprix.fr/courses/p/coca-cola-cerise-99179553
2.53,1.26,Mirinda,Boissons avec sucre ajouté,Sodas à l'orange,https://www.franprix.fr/courses/p/soda-orange-99036004
3.04,95.0,Twinings,Boissons sans alcool,Infusions,https://www.franprix.fr/courses/p/the-vert-framboise-passion-99157353
2.89,8.76,Brooklyn,Bières ambrées,Bières,https://www.franprix.fr/courses/p/biere-lager-52-99176795
15.3,15.3,CARTE NOIRE,Grains de café arabica,Grains de café,https://www.franprix.fr/courses/p/cafe-grains-classique-99172635
3.0,9.09,Rince cochon,Lagers,Bières,https://www.franprix.fr/courses/p/biere-blonde-des-flandres-99104018
2.09,2.09,Leader Price,Nectars multifruits,Nectars de fruits,https://www.franprix.fr/courses/p/nectar-orange-banane-brique-99177199
6.8,6.8,Cellier des dauphins,Vins rosés,Vins,https://www.franprix.fr/courses/p/prestige-igp-mediterranee-vin-rose-99145013
2.67,1.33,Mirinda,Boissons avec sucre ajouté,Sodas aux fruits,https://www.franprix.fr/courses/p/soda-fraise-99041603
15.05,21.5,Malibu,Liqueurs,Eaux de vie,https://www.franprix.fr/courses/p/liqueur-coco-a-base-de-rhum-99070528
1.15,4.18,Tourtel,Sweetened beverages,Unsweetened beverages,https://www.franprix.fr/courses/p/biere-sans-alcool-aromatisee-framboise-99161971
1.63,3.26,ROYAL SODA,Boissons avec sucre ajouté,Sodas,https://www.franprix.fr/courses/p/soda-ananas-99056213
29.95,42.78,Clement,Rhums vieux,Rhums français,https://www.franprix.fr/courses/p/rhum-vieux-agricole-99113385
2.4,120.0,Elephant,Thés,Boissons à base de végétaux,https://www.franprix.fr/courses/p/infusion-menthe-de-nos-regions-99179521
2.1,8.4,Andros,Jus de clémentine,Jus de fruits pur jus,https://www.franprix.fr/courses/p/jus-clementine-99103012
3.87,3.87,Mogu mogu,Jus de litchi,,https://www.franprix.fr/courses/p/boisson-litchi-99181613
13.15,18.79,Minkova,Vodkas,Eaux de vie,https://www.franprix.fr/courses/p/vodka-99103524
27.1,38.71,Damoiseau,Rhums industriels,Rhums,https://www.franprix.fr/courses/p/rhum-arrange-ananas-vanille-99171764
6.15,64.74,Nescafe,Cafés,Aliments d'origine végétale,https://www.franprix.fr/courses/p/cafe-capsules-compatible-nespresso-colombia-99036301
2.62,2.91,franprix,Jus de clémentine,Jus de fruits pur jus,https://www.franprix.fr/courses/p/pur-jus-clementine-99183909
5.9,7.87,Olympio,Muscat de samos,Muscats,https://www.franprix.fr/courses/p/muscat-99070142
4.25,5.67,Innocent,Jus multifruits,Jus de fruits,https://www.franprix.fr/courses/p/super-smoothie-defense-99188513
5.1,5.1,Captain kombucha,Kombuchas,Boissons au thé,https://www.franprix.fr/courses/p/kombucha-saveur-gingembre-et-citron-99188695
16.45,23.5,JAMES DOWELL,Boissons alcoolisées,Boissons,https://www.franprix.fr/courses/p/blended-scotch-whisky-99061299
2.05,1.02,Leader Price,Boissons avec sucre ajouté,Boissons à l'orange,https://www.franprix.fr/courses/p/boisson-a-lorange-99057202
6.35,127.0,Les 2 marmottes,Thés en sachets,Infusions,https://www.franprix.fr/courses/p/infusion-curcuma-detox-99179970
8.6,24.57,GIFFARD,Liqueurs,Boissons alcoolisées,https://www.franprix.fr/courses/p/liqueur-curacao-99082523
8.31,11.08,Cave Monge Granon Verdie,Vins mousseux,Clairette de Die,https://www.franprix.fr/courses/p/vin-petillant-99057262
2.61,5.8,Leader Price,Boissons avec sucre ajouté,Chocolats en poudre,https://www.franprix.fr/courses/p/chocolat-en-poudre-instantane-99044142
3.85,70.0,Nescafé,Cafés en dosettes,Cafés solubles,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-nespresso-dafrique-intensite-10-99180370
25.1,35.86,Jagermeister,Liqueurs,Boissons alcoolisées,https://www.franprix.fr/courses/p/liqueur-a-base-de-plantes-99133342
3.15,95.45,Bière des amis,Lagers,Bières,https://www.franprix.fr/courses/p/biere-blonde-belge-99180139
2.35,1.18,Leader Price,Boissons avec sucre ajouté,Boissons aux fruits,https://www.franprix.fr/courses/p/boisson-pomme-cassis-99110180
3.75,104.17,Twinings,Thés,Boissons à base de végétaux,https://www.franprix.fr/courses/p/infusion-ayurveda-fleur-de-sureau-framboise-hibiscus-99177850
7.55,50.33,Lipton,Thés à la bergamote,Thés noirs aromatisés,https://www.franprix.fr/courses/p/the-noir-russian-earl-grey-bio-99173168
5.09,6.79,Ch'ti,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ipa-du-nord-99179273
6.15,25.63,Tassimo,Kakaohaltige Getränkepulver,Heißgetränke zum Aufgließen,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-tassimo-chocolat-chaud-99128026
9.85,14.07,Marie brizard,Liqueurs de pommes,Liqueurs,https://www.franprix.fr/courses/p/liqueur-de-pomme-verte-99178085
2.62,2.62,Bos,Thés glacés saveur pêche,Thés glacés,https://www.franprix.fr/courses/p/the-vert-saveur-peche-bio-99177576
22.65,32.36,Glen turner,Whisky écossais,Whiskys,https://www.franprix.fr/courses/p/single-malt-scotch-whisky-99099196
3.99,99.75,1336,Thés verts à la menthe,Thés à la menthe,https://www.franprix.fr/courses/p/the-vert-menthe-99117647
24.4,34.86,Four roses,Bourbon whiskeys,American whiskeys,https://www.franprix.fr/courses/p/whisky-bourbon-99014753
5.65,4.71,Nestle,Chocolats en poudre,Boissons instantanées,https://www.franprix.fr/courses/p/chocolat-en-poudre-99181751
4.3,5.73,Rince cochon,Lagers,Bières,https://www.franprix.fr/courses/p/biere-blonde-des-flandres-85-99061866
4.25,125.0,Elephant,Thés,Boissons à base de végétaux,https://www.franprix.fr/courses/p/infusion-a-froid-boost-99183617
4.05,4.05,Granini,Boissons aux fruits,Boissons à base de végétaux,https://www.franprix.fr/courses/p/cocktail-pina-colada-sans-alcool-99182800
2.99,9.06,Brooklyn,Session IPA,American beers,https://www.franprix.fr/courses/p/biere-ipa-45-99183225
4.93,6.57,Pietra,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ambree-corse-a-la-chataigne-6-99183226
2.68,2.68,Maayane,Jus de raisin,Jus de fruits,https://www.franprix.fr/courses/p/jus-de-raisin-99188341
2.48,2.48,Infusion,Thés glacés,Boissons au thé,https://www.franprix.fr/courses/p/the-vert-glace-citron-sureau-bio-99188989
1.33,2.66,ROCKSTAR,Sodas light,Boissons light,https://www.franprix.fr/courses/p/boisson-energisante-fraise-et-citron-vert-99189053
10.8,8.18,Deck & donohue,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ipa-bio-65-99185155
3.4,113.33,Elephant,Boissons,,https://www.franprix.fr/courses/p/infusion-bienfaits-des-plantes-grand-calme-99183735
3.2,0.69,Quezac,Eau minérale naturelle gazéifiée,,https://www.franprix.fr/courses/p/eau-gazeuse-arome-citron-99189065
2.35,9.4,Candia,Cappuccino,Boissons instantanées,https://www.franprix.fr/courses/p/cappucino-99189140
4.99,99.8,Starbucks,Cafés en dosettes compatible Nespresso,Cafés en dosettes,https://www.franprix.fr/courses/p/cafe-capsules-compatible-nespresso-pike-place-99103722
6.65,33.25,Ricard,Pastis,Boissons alcoolisées,https://www.franprix.fr/courses/p/flask-de-ricard-sous-blister-99055177
5.89,35.06,Nescafé,Café Cápsulas,Cafés instantâneos,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-dolce-latte-99183880
19.98,19.98,L'or,Cafés,Aliments d'origine végétale,https://www.franprix.fr/courses/p/cafe-en-grains-99189436
4.05,77.88,Cafe royal,Cafe vanille,Cafés en dosettes,https://www.franprix.fr/courses/p/capsules-aluminuim-vanille-type-nespresso-99189450
0.33,0.22,Leader Price,Boissons sans sucre ajouté,Eaux minérales,https://www.franprix.fr/courses/p/eau-de-source-99038751
3.25,1.63,Oasis,Boisson rafraichissante,Boissons avec sucre ajouté,https://www.franprix.fr/courses/p/boisson-a-leau-de-source-aromatisee-tropical-sans-sucres-99049952
1.6,3.2,Crazy Tiger,Boissons avec sucre ajouté,Boissons gazeuses sans jus de fruit sucrées avec édulcorants,https://www.franprix.fr/courses/p/boisson-energisante-saveur-cherry-99186346
9.95,16.58,Riccadonna,Prosecco,Vins italiens,https://www.franprix.fr/courses/p/prosecco-vin-petillant-extra-sec-99163270
4.1,2.73,Davelghem,Boissons alcoolisées,Boissons,https://www.franprix.fr/courses/p/biere-blanche-de-specialite-99188605
3.05,12.2,Leader Price,Chicorée soluble,Boissons instantanées,https://www.franprix.fr/courses/p/cafe-chicoree-soluble-99168991
1.99,1.99,Leader Price,Nectars multifruits,Nectars de fruits,https://www.franprix.fr/courses/p/nectar-peche-poire-brique-99034425
2.4,2.4,Infusion,Thés glacés,Boissons au thé,https://www.franprix.fr/courses/p/the-noir-glace-peche-bio-99188990
1.3,3.94,Schweppes,Boissons avec sucre ajouté,Sodas aux fruits,https://www.franprix.fr/courses/p/soda-citron-99134477
3.3,5.08,Fischer dorelei,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ambree-dalsace-99129469
17.43,34.86,Tails,Vodkas,Eaux de vie,https://www.franprix.fr/courses/p/cocktail-cosmopolitain-99190073
7.28,29.12,Senseo,Cafés en dosettes compatible Senseo,Cafés en dosettes,https://www.franprix.fr/courses/p/cafe-dosettes-compatibles-senseo-espresso-intense-99189451
4.15,3.46,franprix bio,Jus de fruits pur jus,Jus de fruits,https://www.franprix.fr/courses/p/jus-multifruit-sans-sucres-ajoutes-100-pur-jus-bio-99178103
1.15,2.3,Perrier,Eaux gazeuses aromatisées,Eaux aromatisées,https://www.franprix.fr/courses/p/eau-gazeuse-citron-99178069
7.45,9.93,Triple karmeliet,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-blonde-belge-99180000
2.51,7.61,Desperados tropical,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-aromatisee-tropical-rhum-59-99189750
4.04,53.87,Carambar,Sirops aromatisés,Sirops,https://www.franprix.fr/courses/p/sirop-barbe-a-papa-99192795
5.46,91.0,Les 2 Marmottes,Infusion fenouil,Infusions,https://www.franprix.fr/courses/p/infusion-fenouil-99093189
2.05,1.64,Ifri,Surgelés,,https://www.franprix.fr/courses/p/boisson-gazeuse-saveur-ananas-99192973
12.05,5.66,CORONA,Industrial beer,Beers,https://www.franprix.fr/courses/p/biere-blonde-mexicaine-99107440
0.75,0.65,Salvetat,Eaux minérales gazeuses,Boissons sans sucre ajouté,https://www.franprix.fr/courses/p/eau-minerale-naturelle-gazeuse-99012265
2.31,4.62,Pilsner,Beers from Czech republic,Beers,https://www.franprix.fr/courses/p/biere-canette-99180235
17.2,24.57,SMIRNOFF,Vodka,Eaux de vie,https://www.franprix.fr/courses/p/vodka-99014779
12.05,12.05,Suze,Digestifs,Boissons alcoolisées,https://www.franprix.fr/courses/p/liqueur-de-gentiane-99024526
0.94,2.85,Leader Price,Boissons,,https://www.franprix.fr/courses/p/jus-dorange-a-base-de-concentre-99028219
1.35,1.35,Perrier,Eaux minérales gazeuses,Boissons sans sucre ajouté,https://www.franprix.fr/courses/p/eau-gazeuse-aromatisee-citron-vert-99038352
2.15,2.15,Leader Price,Jus d'orange à base de concentré,Jus d'orange,https://www.franprix.fr/courses/p/jus-dorange-a-base-de-concentre-99056491
1.75,1.17,SUN,Citronnades,Boissons,https://www.franprix.fr/courses/p/citronnade-99181539
2.99,1.99,Antartica,Bebidas azucaradas,Bebidas no alcohólicas,https://www.franprix.fr/courses/p/guarana-99070237
5.0,20.0,Carte noire,Grains de café arabica,Grains de café,https://www.franprix.fr/courses/p/cafe-grains-classique-99125195
3.2,9.7,Delirium tremens,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-belge-99061885
1.1,3.33,Lipton,Boissons avec sucre ajouté,Thés glacés saveur pêche,https://www.franprix.fr/courses/p/the-glace-peche-99082246
0.99,1.98,Leader Price,Multifruit juices,Fruit juices,https://www.franprix.fr/courses/p/jus-multifruits-99182265
2.4,63.16,Elephant,Infusions Bonne Nuit,Tisanes de plantes mélangées,https://www.franprix.fr/courses/p/infusion-nuit-tranquille-99089010
6.5,6.57,Desperados,Bières aromatisées,Bières,https://www.franprix.fr/courses/p/biere-aromatisee-tequila-cachaca-guarana-99107439
5.1,5.1,Captain kombucha,Bebidas à base de chá,Bebidas fermentadas,https://www.franprix.fr/courses/p/kombucha-saveur-framboise-99188696
31.6,45.14,Monkey shoulder,Blended scotch whisky,Scotch whisky,https://www.franprix.fr/courses/p/blended-scotch-whisky-99114891
4.25,125.0,Elephant,Infusions aux fruits,Infusions,https://www.franprix.fr/courses/p/infusion-a-froid-detox-99183616
1.65,3.3,Crazy Tiger,Boissons énergisantes,Boissons,https://www.franprix.fr/courses/p/boisson-energisante-saveur-tropical-99186345
1.19,2.38,Brandeberg,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-46-99132433
0.99,1.98,Leader Price,Jus multifruits pur jus,Jus de fruits pur jus,https://www.franprix.fr/courses/p/jus-multifruit-petillant-99187925
2.07,2.07,Oasis,Boissons avec sucre ajouté,Boissons plates aux fruits sucrées,https://www.franprix.fr/courses/p/boisson-a-leau-de-source-aromatisee-a-l-orange-99144382
1.0,3.03,Leader Price,Jus multifruits à base de concentrés,Jus multifruits,https://www.franprix.fr/courses/p/jus-multivitamine-a-base-de-concentre-99158064
7.3,4.87,Leffe,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-blonde-99160317
2.35,4.7,Affligem,Lagers,Bières,https://www.franprix.fr/courses/p/biere-blonde-dabbaye-99160974
3.4,3.4,Mogu mogu,Boisson aromatisée au cassis et natation de coco,Boissons avec sucre ajouté,https://www.franprix.fr/courses/p/boisson-cassis-99189702
0.99,3.96,1664,Boissons ,Lagers,https://www.franprix.fr/courses/p/biere-blonde-99170277
9.9,14.14,Default,Boissons alcoolisées,Boissons,https://www.franprix.fr/courses/p/liqueur-pour-spritz-99175728
3.88,73.21,Nescafe,Cafés en dosettes compatible Nespresso,Cafés en dosettes,https://www.franprix.fr/courses/p/cafe-capsules-torrefie-et-moulu--99190047
2.47,1.94,Lipton,Ice tea tropical,Thés glacés,https://www.franprix.fr/courses/p/the-glace-saveur-tropical-99193581
6.05,8.07,Ninkasi,Boissons alcoolisées,Boissons,https://www.franprix.fr/courses/p/biere-blonde-99093853
32.45,46.36,Havana club 7ans 40° 70cl,Rhums,Eaux de vie,https://www.franprix.fr/courses/p/rhum-ambre-99176380
0.99,1.98,Askania,Bières fortes,Bières,https://www.franprix.fr/courses/p/biere-forte-79-99177357
4.15,5.53,JEANLAIN,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ambree-99128159
1.0,3.03,7up,Lemon soft drinks,Fruit sodas,https://www.franprix.fr/courses/p/soda-citron-citron-vert-99134958
1.95,1.56,Fanta,Sodas,Boissons gazeuses,https://www.franprix.fr/courses/p/boisson-gazeuse-au-jus-citron-99012084
5.6,3.73,Affligem,Bières sans alcool,Boissons sans alcool,https://www.franprix.fr/courses/p/biere-sans-alcool-99163759
3.9,86.67,Nescafé,Cafés en dosettes,Cafés solubles,https://www.franprix.fr/courses/p/cafe-soluble-sticks-expresso-99033676
2.15,6.06,Corona,Bières mexicaines,Lagers,https://www.franprix.fr/courses/p/biere-blonde-mexicaine-99051731
5.6,53.85,Malongo,Disettes de Café,,https://www.franprix.fr/courses/p/cafe-dosettes-pur-arabica-99158194
1.1,3.33,Schweppes,Boissons avec sucre ajouté,Boissons sans alcool,https://www.franprix.fr/courses/p/soda-aux-agrumes-99160620
0.45,1.36,Leader Price,Sodas au cola light,Sodas light,https://www.franprix.fr/courses/p/cola-zero-sucres-canette-99057266
8.61,11.48,Virou vieilles vignes,Vins,Boissons alcoolisées,https://www.franprix.fr/courses/p/cotes-de-bordeaux-aop-vin-rouge-99143581
2.1,1.4,Volvic juicy,Boissons avec sucre ajouté,Eaux aromatisées,https://www.franprix.fr/courses/p/eau-aromatisee-au-jus-de-fruits-exotiques-99074553
5.09,6.64,Leader Price,Laits concentrés sucrés,Laits concentrés,https://www.franprix.fr/courses/p/lait-concentre-sucre-99089790
5.09,6.79,75cl,Vins français,Vins,https://www.franprix.fr/courses/p/cotes-de-bordeaux-vin-rouge-99163037
1.9,5.76,Desperados,Bières aromatisées,Lagers,https://www.franprix.fr/courses/p/biere-aromatisee-tequila-99021869
5.05,1.68,MONT ROUCOUS,Eaux minérales naturelles,Eaux minérales,https://www.franprix.fr/courses/p/eau-minerale-naturelle-biberon-99079972
1.1,3.33,Perrier,Eau minérale naturelle gazéifiée,Eaux minérales gazeuses,https://www.franprix.fr/courses/p/eau-minerale-naturelle-gazeuse-99113679
2.25,6.82,Kriek,Bières aromatisées,Bières blanches,https://www.franprix.fr/courses/p/biere-blanche-belge-99122958
2.26,3.01,KRONENBOURG,Lagers,Bières,https://www.franprix.fr/courses/p/biere-blonde-99012197
2.3,1.15,No Name,Boissons,,https://www.franprix.fr/courses/p/boisson-fraise-framboise-99178798
3.9,5.2,franprix,Jus de fruits petillant,Jus de pomme pétillants,https://www.franprix.fr/courses/p/jus-de-pomme-petillant-bio-99161887
7.87,10.49,Casa rossa,Vins rosés,Vins,https://www.franprix.fr/courses/p/aop-corse-hve3-vin-rose-99092129
3.45,9.2,6eme sens,IGP PAYS D'OC,Vins blancs,https://www.franprix.fr/courses/p/igp-pays-doc-vin-blanc-99177092
3.25,90.28,Ethiquable,Thés noirs,Infusions,https://www.franprix.fr/courses/p/the-earl-grey-darjeeling-equitable-bio-99061891
1.45,4.14,Heroic kids,Eau aromatisé,Boissons avec sucre ajouté,https://www.franprix.fr/courses/p/boisson-enfant-gout-framboise-cassis-99163907
3.15,8.87,LAGUNITAS,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ipa-californienne-99164774
7.23,2410.0,Ucal,Boissons avec sucre ajouté,Laits aromatisés au chocolat,https://www.franprix.fr/courses/p/lait-chocolate--99165612
0.6,2.4,Coca-Cola Light,Sodas au cola light,Sodas light,https://www.franprix.fr/courses/p/coca-cola-light-99170082
2.25,6.82,Desperados,Bières sans alcool,Boissons sans alcool,https://www.franprix.fr/courses/p/biere-sans-alcool-99170684
2.24,5.6,Leader Price,Chocolats en poudre,Boissons instantanées,https://www.franprix.fr/courses/p/poudre-cacaotee-instantanee-7-vitamines-et-calcium-99010223
6.25,48.83,Dolce gusto,Cafés solubles,Boissons instantanées,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-dolce-gusto-espresso-napoli-intensite-13-99183877
3.95,98.75,1336,Infusions,Boissons à base de végétaux,https://www.franprix.fr/courses/p/infusion-fruits-des-bois-99177636
5.4,120.0,Les 2 Marmottes,Thés en sachets,Tisanes infusées,https://www.franprix.fr/courses/p/infusion-cannelle-et-de-clou-de-girofle-99093196
1.65,3.3,ROYAL SODA,Boissons avec sucre ajouté,Sodas,https://www.franprix.fr/courses/p/soda-kampane-99056224
0.8,2.42,Kola Champion,Boissons avec sucre ajouté,Sodas,https://www.franprix.fr/courses/p/boisson-au-cola-99056238
2.9,14.5,Agros,Bebidas adoçadas,Leites com chocolate,https://www.franprix.fr/courses/p/lait-chocolate--99143548
2.35,2.35,franprix,Nectars de poire,Nectars de fruits,https://www.franprix.fr/courses/p/nectar-de-poire-99180518
1.84,3.68,L'ORDINAIRE,Boissons avec sucre ajouté,Boissons sans alcool,https://www.franprix.fr/courses/p/limonade-anisee-99056282
0.85,1.7,HELBRAU,Lagers,Bières,https://www.franprix.fr/courses/p/biere-des-flandres-4-99061285
0.99,1.98,Leader Price,Jus d'orange à base de concentré,Jus d'orange,https://www.franprix.fr/courses/p/jus-dorange-99182260
2.8,2.8,Granini,Boissons avec sucre ajouté,Sirops mojito,https://www.franprix.fr/courses/p/boisson-gazeuse-mojito-99182677
4.8,120.0,1336,Thés noirs,Thés,https://www.franprix.fr/courses/p/the-noir-fines-epices-bio-99183576
0.75,3.75,Capri sun,Boissons à base de végétaux,Boissons avec sucre ajouté,https://www.franprix.fr/courses/p/boisson-aux-fruits-plate-99082230
21.25,56.67,Mumm,Champagnes français,Champagnes,https://www.franprix.fr/courses/p/champagne-brut-demi-bouteille-99089107
4.99,99.8,Starbucks,Cafés en dosettes compatible Nespresso,Cafés en dosettes,https://www.franprix.fr/courses/p/cafe-capsules-compatible-nespresso-italian-style-99107040
2.15,4.3,Bavaria,Bieres rouges,Birre,https://www.franprix.fr/courses/p/biere-ambree-86-99107441
4.25,7.08,Oasis,Sirop à diluer sucré,,https://www.franprix.fr/courses/p/sirop-passion-abricot-99190447
1.9,3.8,Crazy Tiger,Boissons énergisantes,Fruits tropicaux,https://www.franprix.fr/courses/p/boisson-energisante-en-canette-saveur-ananas-et-banane-99188988
2.05,2.73,Leader Price,Sirops de pêche,Sirops aromatisés,https://www.franprix.fr/courses/p/sirop-de-peche-99121891
27.22,38.89,Jack daniel's,Bourbons,Whisky américain,https://www.franprix.fr/courses/p/whisky-a-la-canelle-99128177
3.4,65.38,franprix,Cafés en dosettes,Dosettes,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-nespresso-intensite-7-99131080
1.9,3.8,Grace,Boissons à l'aloe vera,Boissons aux fruits,https://www.franprix.fr/courses/p/boisson-aloe-vera-litchi-99131627
2.25,4.5,Pelforth,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-ipa-99164640
1.84,3.67,ROCKSTAR,Boissons énergisantes,Boissons,https://www.franprix.fr/courses/p/boisson-energetique-pasteque-et-kiwi-99193580
5.55,7.4,6eme sens,IGP PAYS D'OC,Vins rouges,https://www.franprix.fr/courses/p/igp-pays-doc-vin-rouge-99177108
4.79,28.18,Nescafé,Cafés solubles,Boissons instantanées,https://www.franprix.fr/courses/p/cafe-soluble-recharge-99177240
1.85,5.61,Pilsner urquell,Bieres pasteurisees,Lagers,https://www.franprix.fr/courses/p/biere-blonde-99177537
44.5,59.33,Moët & Chandon,Vins effervescents,Vins,https://www.franprix.fr/courses/p/champagne-brut-imperial-99012314
1.29,0.86,Leader Price,Boissons avec sucre ajouté,Boissons,https://www.franprix.fr/courses/p/soda-orange-99061277
1.95,5.91,Tuborg skoll,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-aromatisee-a-la-vodka-99079219
2.7,5.4,Tuborg skoll,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-aromatisee-a-la-vodka-99079425
5.29,7.56,Old nick,Rhums,Eaux de vie,https://www.franprix.fr/courses/p/cocktail-saveur-mojito-99083569
65.31,87.08,Ruinart,Champagnes,Vins effervescents,https://www.franprix.fr/courses/p/champagne-brut-99085258
3.28,65.6,franprix,Cafés en dosettes compatible Nespresso,Cafés en dosettes,https://www.franprix.fr/courses/p/cafe-capsules-compatibles-nespresso-colombie-intensite-6-99128552
0.85,3.4,Perrier,Eaux aromatisées,Eaux,https://www.franprix.fr/courses/p/eau-gazeuse-aromatisee-peche-cerise-99165315
0.95,3.8,Perrier,Boisson gazeuse aromatisée aux jus de 4 fruits à base de concentré.,Boissons gazeuses,https://www.franprix.fr/courses/p/eau-gazeuse-aromatisee-ananas-mangue-99166315
3.15,9.54,Abbaye St Stefanus,Bières,Boissons alcoolisées,https://www.franprix.fr/courses/p/biere-blonde-dabbaye-99177289
1.76,3.52,ROYAL SODA,Boissons avec sucre ajouté,Boissons,https://www.franprix.fr/courses/p/royal-soda-grenadine-50-cl-mq-99056259
0.8,0.8,Hepar,Eau minérale naturelle non gazeuse,Eaux minérales naturelles,https://www.franprix.fr/courses/p/eau-minerale-naturelle-riche-en-magnesium-99088359
12.3,35.14,Ballantine's,Blended scotch whisky,Scotch whisky,https://www.franprix.fr/courses/p/blended-scotch-whisky-99158739
27.7,39.57,Dillon,Rhums vieux,Rhums agricoles,https://www.franprix.fr/courses/p/rhum-vieux-agricole-99172623
5.2,6.93,6eme sens,IGP PAYS D'OC,Vins rosés,https://www.franprix.fr/courses/p/igp-pays-doc-vin-rose-99177106
